miRNA, /usr/local/miRge/miRge.samples/human_s1.fastq, /usr/local/miRge/miRge.samples/human_s2.fastq
hsa-miR-34a-3p, 0, 59.391592526162
hsa-miR-34a-5p, 21.1160538318599, 293.988383004502
hsa-miR-34b-3p, 0, 14.8478981315405
hsa-miR-34b-5p, 0, 41.5741147683134
hsa-miR-34c-3p, 0, 17.8174777578486
hsa-miR-34c-5p, 0, 908.691365650278
hsa-miR-3529-5p, 0, 0
hsa-miR-3591-5p, 0, 0
hsa-miR-3605-3p, 0, 29.695796263081
hsa-miR-3605-5p, 0, 5.9391592526162
hsa-miR-3606-3p, 0, 0
hsa-miR-3606-5p, 0, 0
hsa-miR-3607-3p, 0, 0
hsa-miR-3607-5p, 0, 0
hsa-miR-3609, 0, 0
hsa-miR-361-3p, 28.1547384424799, 89.087388789243
hsa-miR-361-5p, 183.005799876119, 246.475108983572
hsa-miR-3610, 0, 0
hsa-miR-3611, 0, 0
hsa-miR-3612, 0, 0
hsa-miR-3613-3p, 0, 0
hsa-miR-3613-5p, 0, 23.7566370104648
hsa-miR-3614-3p, 0, 0
hsa-miR-3614-5p, 0, 0
hsa-miR-3615, 0, 86.1178091629349
hsa-miR-3616-3p, 0, 0
hsa-miR-3616-5p, 0, 0
hsa-miR-3617-3p, 0, 0
hsa-miR-3617-5p, 0, 0
hsa-miR-3618, 0, 0
hsa-miR-3619-3p, 0, 0
hsa-miR-3619-5p, 0, 0
hsa-miR-362-3p, 0, 0
hsa-miR-362-5p, 14.0773692212399, 11.8783185052324
hsa-miR-3620-3p, 0, 0
hsa-miR-3620-5p, 0, 0
hsa-miR-3621, 0, 0
hsa-miR-3622a-5p, 0, 0
hsa-miR-3622b-5p, 0, 0
hsa-miR-363-3p, 0, 0
hsa-miR-363-5p, 0, 0
hsa-miR-3646, 0, 0
hsa-miR-3648, 42.2321076637198, 0
hsa-miR-3649, 0, 0
hsa-miR-3650, 0, 0
hsa-miR-3651, 0, 0
hsa-miR-3652, 0, 0
hsa-miR-3653-3p, 35.1934230530998, 0
hsa-miR-3653-5p, 0, 0
hsa-miR-3654, 0, 0
hsa-miR-3655, 0, 0
hsa-miR-3656, 140.773692212399, 0
hsa-miR-3657, 0, 0
hsa-miR-3658, 0, 0
hsa-miR-3659, 0, 0
hsa-miR-365a-3p, 0, 100.965707294475
hsa-miR-365a-5p, 0, 0
hsa-miR-365b-3p, 14.0773692212399, 638.459619656241
hsa-miR-365b-5p, 0, 26.7262166367729
hsa-miR-3660, 0, 0
hsa-miR-3661, 0, 0
hsa-miR-3662, 0, 0
hsa-miR-3663-3p, 0, 0
hsa-miR-3664-3p, 0, 0
hsa-miR-3664-5p, 0, 0
hsa-miR-3665, 0, 0
hsa-miR-3666, 0, 0
hsa-miR-3667-3p, 0, 0
hsa-miR-3667-5p, 0, 0
hsa-miR-3668, 0, 0
hsa-miR-3669, 0, 0
hsa-miR-367-3p, 0, 0
hsa-miR-367-5p, 0, 0
hsa-miR-3670, 0, 0
hsa-miR-3671, 0, 0
hsa-miR-3672, 0, 0
hsa-miR-3673, 0, 0
hsa-miR-3674, 0, 0
hsa-miR-3675-3p, 0, 0
hsa-miR-3675-5p, 0, 0
hsa-miR-3677-3p, 0, 0
hsa-miR-3677-5p, 0, 0
hsa-miR-3678-3p, 0, 0
hsa-miR-3678-5p, 0, 0
hsa-miR-3679-3p, 0, 0
hsa-miR-3679-5p, 0, 0
hsa-miR-3680-3p, 0, 0
hsa-miR-3680-5p, 0, 0
hsa-miR-3681-3p, 0, 0
hsa-miR-3681-5p, 0, 0
hsa-miR-3682-3p, 0, 0
hsa-miR-3682-5p, 0, 0
hsa-miR-3683, 0, 0
hsa-miR-3684, 0, 0
hsa-miR-3685, 0, 0
hsa-miR-3686, 0, 0
hsa-miR-3687, 35.1934230530998, 0
hsa-miR-3688-3p, 0, 0
hsa-miR-3688-5p, 0, 0
hsa-miR-3689a-3p, 0, 0
hsa-miR-3689a-5p, 0, 0
hsa-miR-3689b-3p, 0, 0
hsa-miR-3689b-5p, 0, 0
hsa-miR-3689c, 0, 0
hsa-miR-3689d, 0, 0
hsa-miR-3689e, 0, 0
hsa-miR-3689f, 0, 0
hsa-miR-369-3p, 0, 68.3003314050863
hsa-miR-369-5p, 0, 95.0265480418592
hsa-miR-3690, 0, 0
hsa-miR-3691-3p, 0, 0
hsa-miR-3691-5p, 0, 0
hsa-miR-3692-3p, 0, 0
hsa-miR-3692-5p, 0, 0
hsa-miR-370-3p, 0, 374.167032914821
hsa-miR-370-5p, 0, 14.8478981315405
hsa-miR-3713, 0, 0
hsa-miR-3714, 0, 0
hsa-miR-371a-3p, 0, 0
hsa-miR-371a-5p, 0, 0
hsa-miR-371b-3p, 0, 0
hsa-miR-371b-5p, 0, 0
hsa-miR-372-3p, 0, 0
hsa-miR-372-5p, 0, 0
hsa-miR-373-3p, 0, 0
hsa-miR-373-5p, 0, 0
hsa-miR-374a-3p, 70.3868461061997, 279.140484872961
hsa-miR-374a-5p, 49.2707922743398, 97.9961276681673
hsa-miR-374b-3p, 0, 11.8783185052324
hsa-miR-374b-5p, 2245.34039078777, 6461.80526684643
hsa-miR-374c-5p, 0, 0
hsa-miR-375, 41647.8968410383, 17.8174777578486
hsa-miR-376a-2-5p, 0, 20.7870573841567
hsa-miR-376a-3p, 0, 17.8174777578486
hsa-miR-376a-5p, 0, 23.7566370104648
hsa-miR-376b-3p, 0, 14.8478981315405
hsa-miR-376b-5p, 0, 0
hsa-miR-376c-3p, 0, 38.6045351420053
hsa-miR-376c-5p, 0, 0
hsa-miR-377-3p, 0, 11.8783185052324
hsa-miR-377-5p, 0, 20.7870573841567
hsa-miR-378a-3p/378c/378d/378e, 15928.543273833, 694.881632556095
hsa-miR-378a-5p, 70.3868461061997, 0
hsa-miR-378b, 0, 0
hsa-miR-378f, 0, 0
hsa-miR-378g, 0, 0
hsa-miR-378h, 0, 0
hsa-miR-378i, 0, 0
hsa-miR-378j, 0, 0
hsa-miR-379-3p, 0, 50.4828536472377
hsa-miR-379-5p, 0, 14.8478981315405
hsa-miR-380-3p, 0, 17.8174777578486
hsa-miR-380-5p, 0, 0
hsa-miR-381-3p, 0, 2126.2190124366
hsa-miR-381-5p, 0, 0
hsa-miR-382-3p, 0, 14.8478981315405
hsa-miR-382-5p, 0, 62.3611721524701
hsa-miR-383-3p, 0, 0
hsa-miR-383-5p, 0, 0
hsa-miR-384, 0, 0
hsa-miR-3907, 0, 0
hsa-miR-3908, 0, 0
hsa-miR-3909, 21.1160538318599, 68.3003314050863
hsa-miR-3910, 0, 0
hsa-miR-3911, 0, 0
hsa-miR-3912-3p, 0, 0
hsa-miR-3912-5p, 0, 0
hsa-miR-3913-3p, 0, 0
hsa-miR-3913-5p, 0, 0
hsa-miR-3914, 0, 0
hsa-miR-3915, 0, 0
hsa-miR-3916, 0, 0
hsa-miR-3917, 0, 0
hsa-miR-3918, 0, 0
hsa-miR-3919, 0, 0
hsa-miR-3920, 0, 0
hsa-miR-3921, 0, 0
hsa-miR-3922-3p, 0, 0
hsa-miR-3922-5p, 0, 0
hsa-miR-3923, 0, 0
hsa-miR-3924, 0, 0
hsa-miR-3925-3p, 0, 0
hsa-miR-3925-5p, 0, 0
hsa-miR-3926, 0, 0
hsa-miR-3927-3p, 0, 0
hsa-miR-3927-5p, 0, 0
hsa-miR-3928-3p, 0, 0
hsa-miR-3928-5p, 0, 0
hsa-miR-3929, 0, 0
hsa-miR-3934-3p, 0, 0
hsa-miR-3934-5p, 0, 0
hsa-miR-3935, 0, 0
hsa-miR-3936, 0, 0
hsa-miR-3937, 0, 0
hsa-miR-3938, 0, 0
hsa-miR-3939, 0, 0
hsa-miR-3940-3p, 0, 0
hsa-miR-3940-5p, 0, 0
hsa-miR-3941, 0, 0
hsa-miR-3942-3p, 0, 0
hsa-miR-3942-5p, 0, 0
hsa-miR-3943, 0, 0
hsa-miR-3944-3p, 0, 0
hsa-miR-3944-5p, 0, 0
hsa-miR-3945, 0, 0
hsa-miR-3960, 0, 0
hsa-miR-3972, 0, 0
hsa-miR-3973, 0, 0
hsa-miR-3974, 0, 0
hsa-miR-3975, 0, 0
hsa-miR-3976, 0, 0
hsa-miR-3977, 0, 0
hsa-miR-3978, 0, 0
hsa-miR-409-3p, 0, 2378.63328067279
hsa-miR-409-5p, 0, 5.9391592526162
hsa-miR-410-3p, 0, 487.011058714528
hsa-miR-410-5p, 0, 0
hsa-miR-411-3p, 0, 56.4220128998539
hsa-miR-411-5p, 0, 3979.23669925285
hsa-miR-412-3p, 0, 0
hsa-miR-412-5p, 0, 0
hsa-miR-421, 84.4642153274396, 106.904866547092
hsa-miR-422a, 0, 0
hsa-miR-423-3p, 1471.08508361957, 3129.93692612874
hsa-miR-423-5p, 1175.46032997353, 5235.36888118118
hsa-miR-424-3p, 0, 213.809733094183
hsa-miR-424-5p, 0, 204.900994215259
hsa-miR-425-3p, 56.3094768849597, 38.6045351420053
hsa-miR-425-5p, 478.630553522158, 169.266038699562
hsa-miR-4251, 0, 0
hsa-miR-4252, 0, 0
hsa-miR-4253, 0, 0
hsa-miR-4254, 0, 0
hsa-miR-4255, 0, 0
hsa-miR-4256, 0, 0
hsa-miR-4258, 0, 0
hsa-miR-4259, 0, 0
hsa-miR-4260, 0, 0
hsa-miR-4261, 0, 0
hsa-miR-4262, 0, 0
hsa-miR-4263, 0, 0
hsa-miR-4264, 0, 0
hsa-miR-4265, 0, 0
hsa-miR-4266, 0, 0
hsa-miR-4267, 0, 0
hsa-miR-4268, 0, 0
hsa-miR-4269, 0, 0
hsa-miR-4270, 0, 0
hsa-miR-4271, 0, 0
hsa-miR-4272, 0, 0
hsa-miR-4273, 0, 0
hsa-miR-4274, 0, 0
hsa-miR-4275, 0, 0
hsa-miR-4276, 0, 0
hsa-miR-4277, 0, 0
hsa-miR-4278, 0, 0
hsa-miR-4279, 0, 0
hsa-miR-4280, 0, 0
hsa-miR-4281, 0, 0
hsa-miR-4282, 0, 0
hsa-miR-4283, 0, 0
hsa-miR-4284, 0, 0
hsa-miR-4285, 0, 0
hsa-miR-4286, 91.5028999380596, 41.5741147683134
hsa-miR-4287, 0, 0
hsa-miR-4288, 0, 0
hsa-miR-4289, 0, 0
hsa-miR-429, 2470.57829832761, 0
hsa-miR-4290, 0, 0
hsa-miR-4291, 0, 0
hsa-miR-4292, 0, 0
hsa-miR-4294, 0, 0
hsa-miR-4295, 0, 0
hsa-miR-4296, 0, 0
hsa-miR-4297, 0, 0
hsa-miR-4298, 0, 0
hsa-miR-4299, 0, 0
hsa-miR-4300, 0, 0
hsa-miR-4301, 0, 0
hsa-miR-4302, 0, 0
hsa-miR-4303, 0, 0
hsa-miR-4304, 0, 0
hsa-miR-4305, 0, 0
hsa-miR-4306, 0, 0
hsa-miR-4307, 0, 0
hsa-miR-4308, 0, 0
hsa-miR-4309, 0, 0
hsa-miR-431-3p, 0, 17.8174777578486
hsa-miR-431-5p, 0, 136.600662810173
hsa-miR-4310, 0, 0
hsa-miR-4311, 0, 0
hsa-miR-4312, 0, 0
hsa-miR-4313, 0, 0
hsa-miR-4314, 0, 0
hsa-miR-4315, 0, 0
hsa-miR-4316, 0, 0
hsa-miR-4317, 0, 0
hsa-miR-4318, 0, 0
hsa-miR-4319, 0, 0
hsa-miR-432-3p, 0, 0
hsa-miR-432-5p, 0, 187.08351645741
hsa-miR-4320, 0, 0
hsa-miR-4321, 0, 0
hsa-miR-4322, 0, 0
hsa-miR-4323, 0, 0
hsa-miR-4324, 0, 0
hsa-miR-4325, 0, 0
hsa-miR-4326, 0, 0
hsa-miR-4327, 0, 0
hsa-miR-4328, 0, 0
hsa-miR-4329, 0, 0
hsa-miR-433-3p, 0, 8.9087388789243
hsa-miR-433-5p, 0, 0
hsa-miR-4330, 0, 0
hsa-miR-4417, 0, 0
hsa-miR-4418, 0, 0
hsa-miR-4419a, 0, 0
hsa-miR-4419b, 0, 0
hsa-miR-4420, 0, 0
hsa-miR-4421, 0, 0
hsa-miR-4422, 0, 0
hsa-miR-4423-3p, 0, 0
hsa-miR-4423-5p, 0, 0
hsa-miR-4424, 0, 0
hsa-miR-4425, 0, 0
hsa-miR-4426, 0, 0
hsa-miR-4427, 0, 0
hsa-miR-4428, 0, 0
hsa-miR-4429, 0, 0
hsa-miR-4430, 0, 0
hsa-miR-4431, 0, 0
hsa-miR-4432, 0, 0
hsa-miR-4433a-3p, 0, 0
hsa-miR-4433a-5p, 0, 0
hsa-miR-4433b-3p, 0, 0
hsa-miR-4433b-5p, 0, 0
hsa-miR-4434, 0, 0
hsa-miR-4435, 0, 26.7262166367729
hsa-miR-4436a, 0, 0
hsa-miR-4436b-3p, 0, 0
hsa-miR-4436b-5p, 0, 0
hsa-miR-4437, 0, 0
hsa-miR-4438, 0, 0
hsa-miR-4439, 0, 0
hsa-miR-4440, 0, 0
hsa-miR-4441, 0, 0
hsa-miR-4442, 0, 0
hsa-miR-4443, 0, 0
hsa-miR-4444, 0, 0
hsa-miR-4445-3p, 0, 0
hsa-miR-4445-5p, 0, 0
hsa-miR-4446-3p, 0, 0
hsa-miR-4446-5p, 0, 0
hsa-miR-4447, 0, 0
hsa-miR-4448, 0, 0
hsa-miR-4449, 42.2321076637198, 0
hsa-miR-4450, 0, 0
hsa-miR-4451, 0, 0
hsa-miR-4452, 0, 0
hsa-miR-4453, 0, 0
hsa-miR-4454, 0, 53.4524332735458
hsa-miR-4455, 0, 0
hsa-miR-4456, 0, 0
hsa-miR-4457, 0, 0
hsa-miR-4458, 0, 0
hsa-miR-4459, 0, 0
hsa-miR-4460, 0, 0
hsa-miR-4461, 0, 0
hsa-miR-4462, 0, 0
hsa-miR-4463, 0, 0
hsa-miR-4464, 0, 0
hsa-miR-4465, 0, 0
hsa-miR-4466, 0, 0
hsa-miR-4467, 0, 0
hsa-miR-4468, 0, 0
hsa-miR-4469, 0, 0
hsa-miR-4470, 0, 0
hsa-miR-4471, 0, 0
hsa-miR-4472, 0, 0
hsa-miR-4473, 0, 0
hsa-miR-4474-3p, 0, 0
hsa-miR-4474-5p, 0, 0
hsa-miR-4475, 0, 0
hsa-miR-4476, 0, 0
hsa-miR-4477a, 0, 0
hsa-miR-4477b, 0, 0
hsa-miR-4478, 0, 0
hsa-miR-4479, 0, 0
hsa-miR-448, 0, 0
hsa-miR-4480, 0, 0
hsa-miR-4481, 0, 0
hsa-miR-4482-3p, 0, 0
hsa-miR-4482-5p, 0, 0
hsa-miR-4483, 0, 0
hsa-miR-4484, 0, 0
hsa-miR-4485-3p, 126.696322991159, 0
hsa-miR-4485-5p, 0, 0
hsa-miR-4486, 0, 0
hsa-miR-4487, 0, 0
hsa-miR-4488, 49.2707922743398, 0
hsa-miR-4489, 0, 0
hsa-miR-4490, 0, 0
hsa-miR-4491, 0, 0
hsa-miR-4492, 225.237907539839, 0
hsa-miR-4493, 0, 0
hsa-miR-4494, 0, 0
hsa-miR-4495, 0, 0
hsa-miR-4496, 0, 0
hsa-miR-4497, 0, 0
hsa-miR-4498, 0, 0
hsa-miR-4499, 0, 0
hsa-miR-449a, 0, 0
hsa-miR-449b-3p, 0, 0
hsa-miR-449b-5p, 0, 0
hsa-miR-449c-3p, 0, 0
hsa-miR-449c-5p, 0, 0
hsa-miR-4500, 0, 0
hsa-miR-4501, 0, 0
hsa-miR-4502, 0, 0
hsa-miR-4503, 0, 0
hsa-miR-4504, 0, 0
hsa-miR-4505, 0, 0
hsa-miR-4506, 0, 0
hsa-miR-4507, 0, 0
hsa-miR-4508, 56.3094768849597, 0
hsa-miR-4509, 0, 0
hsa-miR-450a-1-3p, 0, 0
hsa-miR-450a-2-3p, 0, 0
hsa-miR-450a-5p, 0, 41.5741147683134
hsa-miR-450b-3p, 0, 0
hsa-miR-450b-5p, 0, 118.783185052324
hsa-miR-4510, 0, 0
hsa-miR-4511, 0, 0
hsa-miR-4512, 0, 0
hsa-miR-4513, 0, 0
hsa-miR-4514, 0, 0
hsa-miR-4515, 0, 0
hsa-miR-4516, 140.773692212399, 0
hsa-miR-4517, 0, 0
hsa-miR-4518, 0, 0
hsa-miR-4519, 0, 0
hsa-miR-451a, 0, 0
hsa-miR-451b, 0, 0
hsa-miR-452-3p, 0, 0
hsa-miR-452-5p, 0, 109.8744461734
hsa-miR-4520-2-3p, 0, 0
hsa-miR-4520-3p, 0, 0
hsa-miR-4520-5p, 0, 0
hsa-miR-4521, 0, 0
hsa-miR-4522, 0, 0
hsa-miR-4523, 0, 0
hsa-miR-4524a-3p, 0, 0
hsa-miR-4524a-5p, 0, 0
hsa-miR-4524b-3p, 0, 0
hsa-miR-4524b-5p, 0, 0
hsa-miR-4525, 0, 0
hsa-miR-4526, 0, 0
hsa-miR-4527, 0, 0
hsa-miR-4528, 0, 0
hsa-miR-4529-3p, 0, 0
hsa-miR-4529-5p, 0, 0
hsa-miR-4530, 0, 0
hsa-miR-4531, 0, 0
hsa-miR-4532, 0, 0
hsa-miR-4533, 0, 0
hsa-miR-4534, 0, 0
hsa-miR-4535, 0, 0
hsa-miR-4536-3p, 0, 0
hsa-miR-4536-5p, 0, 0
hsa-miR-4537, 0, 0
hsa-miR-4538, 0, 0
hsa-miR-4539, 0, 0
hsa-miR-454-3p, 21.1160538318599, 56.4220128998539
hsa-miR-454-5p, 0, 145.509401689097
hsa-miR-4540, 0, 0
hsa-miR-455-3p, 0, 207.870573841567
hsa-miR-455-5p, 0, 127.691923931248
hsa-miR-4632-3p, 0, 0
hsa-miR-4632-5p, 0, 0
hsa-miR-4633-3p, 0, 0
hsa-miR-4633-5p, 0, 0
hsa-miR-4634, 0, 0
hsa-miR-4635, 0, 0
hsa-miR-4636, 0, 0
hsa-miR-4637, 0, 0
hsa-miR-4638-3p, 0, 0
hsa-miR-4638-5p, 0, 0
hsa-miR-4639-3p, 0, 0
hsa-miR-4639-5p, 0, 0
hsa-miR-4640-3p, 0, 0
hsa-miR-4640-5p, 0, 0
hsa-miR-4641, 0, 0
hsa-miR-4642, 0, 0
hsa-miR-4643, 0, 0
hsa-miR-4644, 0, 0
hsa-miR-4645-3p, 0, 0
hsa-miR-4645-5p, 0, 0
hsa-miR-4646-3p, 0, 0
hsa-miR-4646-5p, 0, 0
hsa-miR-4647, 0, 0
hsa-miR-4648, 0, 0
hsa-miR-4649-3p, 0, 0
hsa-miR-4649-5p, 0, 0
hsa-miR-4650-3p, 0, 0
hsa-miR-4650-5p, 0, 0
hsa-miR-4651, 0, 0
hsa-miR-4652-3p, 0, 0
hsa-miR-4652-5p, 0, 0
hsa-miR-4653-3p, 0, 0
hsa-miR-4653-5p, 0, 0
hsa-miR-4654, 0, 0
hsa-miR-4655-3p, 0, 0
hsa-miR-4655-5p, 0, 0
hsa-miR-4656, 0, 0
hsa-miR-4657, 0, 0
hsa-miR-4658, 0, 0
hsa-miR-4659a-3p, 0, 0
hsa-miR-4659a-5p, 0, 0
hsa-miR-4659b-3p, 0, 0
hsa-miR-4659b-5p, 0, 0
hsa-miR-4660, 0, 0
hsa-miR-4661-5p, 0, 0
hsa-miR-4662a-3p, 0, 0
hsa-miR-4662a-5p, 0, 0
hsa-miR-4663, 0, 0
hsa-miR-4664-3p, 0, 0
hsa-miR-4664-5p, 0, 0
hsa-miR-4665-3p, 0, 0
hsa-miR-4665-5p, 0, 0
hsa-miR-4666a-3p, 0, 0
hsa-miR-4666a-5p, 0, 0
hsa-miR-4666b, 0, 0
hsa-miR-4667-3p, 0, 0
hsa-miR-4667-5p, 0, 0
hsa-miR-4668-3p, 0, 0
hsa-miR-4668-5p, 0, 0
hsa-miR-4669, 0, 0
hsa-miR-4670-3p, 0, 0
hsa-miR-4670-5p, 0, 0
hsa-miR-4671-3p, 0, 0
hsa-miR-4671-5p, 0, 0
hsa-miR-4672, 0, 0
hsa-miR-4673, 0, 0
hsa-miR-4674, 0, 0
hsa-miR-4675, 0, 0
hsa-miR-4676-3p, 0, 0
hsa-miR-4676-5p, 0, 0
hsa-miR-4677-3p, 0, 20.7870573841567
hsa-miR-4677-5p, 0, 0
hsa-miR-4678, 0, 0
hsa-miR-4679, 0, 0
hsa-miR-4680-3p, 0, 0
hsa-miR-4680-5p, 0, 0
hsa-miR-4681, 0, 0
hsa-miR-4682, 0, 0
hsa-miR-4683, 0, 0
hsa-miR-4684-3p, 0, 0
hsa-miR-4684-5p, 0, 0
hsa-miR-4685-3p, 0, 0
hsa-miR-4685-5p, 0, 0
hsa-miR-4686, 0, 0
hsa-miR-4687-3p, 0, 0
hsa-miR-4687-5p, 0, 0
hsa-miR-4688, 0, 0
hsa-miR-4689, 0, 0
hsa-miR-4690-3p, 0, 0
hsa-miR-4690-5p, 0, 0
hsa-miR-4691-3p, 0, 0
hsa-miR-4691-5p, 0, 0
hsa-miR-4692, 0, 0
hsa-miR-4693-3p, 0, 0
hsa-miR-4693-5p, 0, 0
hsa-miR-4694-3p, 0, 0
hsa-miR-4694-5p, 0, 0
hsa-miR-4695-3p, 0, 0
hsa-miR-4695-5p, 0, 0
hsa-miR-4696, 0, 0
hsa-miR-4697-3p, 0, 0
hsa-miR-4697-5p, 0, 0
hsa-miR-4698, 0, 0
hsa-miR-4699-3p, 0, 0
hsa-miR-4699-5p, 0, 0
hsa-miR-4700-3p, 0, 0
hsa-miR-4700-5p, 0, 0
hsa-miR-4701-3p, 0, 0
hsa-miR-4701-5p, 0, 0
hsa-miR-4703-3p, 0, 0
hsa-miR-4703-5p, 0, 0
hsa-miR-4704-3p, 0, 0
hsa-miR-4704-5p, 0, 0
hsa-miR-4705, 0, 0
hsa-miR-4706, 0, 0
hsa-miR-4707-3p, 0, 0
hsa-miR-4707-5p, 0, 0
hsa-miR-4708-3p, 0, 0
hsa-miR-4709-3p, 0, 0
hsa-miR-4709-5p, 0, 0
hsa-miR-4710, 0, 0
hsa-miR-4711-3p, 0, 0
hsa-miR-4711-5p, 0, 0
hsa-miR-4712-3p, 0, 0
hsa-miR-4712-5p, 0, 0
hsa-miR-4713-3p, 0, 0
hsa-miR-4713-5p, 0, 0
hsa-miR-4714-3p, 0, 0
hsa-miR-4714-5p, 0, 0
hsa-miR-4715-3p, 0, 0
hsa-miR-4715-5p, 0, 0
hsa-miR-4716-3p, 0, 0
hsa-miR-4716-5p, 0, 0
hsa-miR-4717-3p, 0, 0
hsa-miR-4717-5p, 0, 0
hsa-miR-4718, 0, 0
hsa-miR-4719, 0, 0
hsa-miR-4720-3p, 0, 0
hsa-miR-4720-5p, 0, 0
hsa-miR-4721, 0, 0
hsa-miR-4722-3p, 0, 0
hsa-miR-4722-5p, 0, 0
hsa-miR-4723-3p, 0, 0
hsa-miR-4723-5p, 0, 0
hsa-miR-4724-3p, 0, 0
hsa-miR-4724-5p, 0, 0
hsa-miR-4725-3p, 0, 0
hsa-miR-4725-5p, 0, 0
hsa-miR-4726-3p, 0, 0
hsa-miR-4726-5p, 0, 0
hsa-miR-4727-3p, 0, 0
hsa-miR-4727-5p, 0, 0
hsa-miR-4728-3p, 0, 0
hsa-miR-4728-5p, 0, 0
hsa-miR-4729, 0, 0
hsa-miR-4730, 0, 0
hsa-miR-4731-3p, 0, 0
hsa-miR-4731-5p, 0, 0
hsa-miR-4732-3p, 0, 0
hsa-miR-4732-5p, 0, 0
hsa-miR-4733-3p, 0, 0
hsa-miR-4733-5p, 0, 0
hsa-miR-4734, 0, 0
hsa-miR-4735-3p, 0, 0
hsa-miR-4735-5p, 0, 0
hsa-miR-4736, 0, 0
hsa-miR-4737, 0, 0
hsa-miR-4738-3p, 0, 0
hsa-miR-4738-5p, 0, 0
hsa-miR-4739, 0, 0
hsa-miR-4740-3p, 0, 0
hsa-miR-4740-5p, 0, 0
hsa-miR-4741, 0, 0
hsa-miR-4742-3p, 0, 0
hsa-miR-4742-5p, 0, 0
hsa-miR-4743-3p, 0, 0
hsa-miR-4743-5p, 0, 0
hsa-miR-4744, 0, 0
hsa-miR-4745-3p, 0, 0
hsa-miR-4745-5p, 0, 0
hsa-miR-4746-3p, 0, 0
hsa-miR-4746-5p, 0, 0
hsa-miR-4747-3p, 0, 0
hsa-miR-4747-5p, 0, 0
hsa-miR-4748, 0, 0
hsa-miR-4749-3p, 0, 0
hsa-miR-4749-5p, 0, 0
hsa-miR-4750-3p, 0, 0
hsa-miR-4750-5p, 0, 0
hsa-miR-4751, 0, 0
hsa-miR-4752, 0, 0
hsa-miR-4753-3p, 0, 0
hsa-miR-4753-5p, 0, 0
hsa-miR-4754, 0, 0
hsa-miR-4755-3p, 0, 0
hsa-miR-4755-5p, 0, 0
hsa-miR-4756-3p, 0, 0
hsa-miR-4756-5p, 0, 0
hsa-miR-4757-3p, 0, 0
hsa-miR-4757-5p, 0, 0
hsa-miR-4758-3p, 0, 0
hsa-miR-4758-5p, 0, 0
hsa-miR-4759, 0, 0
hsa-miR-4760-3p, 0, 0
hsa-miR-4760-5p, 0, 0
hsa-miR-4761-3p, 0, 0
hsa-miR-4761-5p, 0, 0
hsa-miR-4762-3p, 0, 0
hsa-miR-4762-5p, 0, 0
hsa-miR-4763-3p, 0, 0
hsa-miR-4763-5p, 0, 0
hsa-miR-4764-3p, 0, 0
hsa-miR-4764-5p, 0, 0
hsa-miR-4765, 0, 0
hsa-miR-4766-3p, 0, 0
hsa-miR-4766-5p, 0, 0
hsa-miR-4767, 0, 0
hsa-miR-4768-3p, 0, 0
hsa-miR-4768-5p, 0, 0
hsa-miR-4769-3p, 0, 0
hsa-miR-4769-5p, 0, 0
hsa-miR-4770, 0, 0
hsa-miR-4771, 0, 0
hsa-miR-4772-3p, 0, 0
hsa-miR-4772-5p, 0, 0
hsa-miR-4773, 0, 0
hsa-miR-4774-3p, 0, 0
hsa-miR-4774-5p, 0, 0
hsa-miR-4775, 0, 50.4828536472377
hsa-miR-4776-3p, 0, 0
hsa-miR-4776-5p, 0, 0
hsa-miR-4777-3p, 0, 0
hsa-miR-4777-5p, 0, 0
hsa-miR-4778-3p, 0, 0
hsa-miR-4778-5p, 0, 0
hsa-miR-4779, 0, 0
hsa-miR-4780, 0, 0
hsa-miR-4781-3p, 0, 0
hsa-miR-4781-5p, 0, 0
hsa-miR-4782-3p, 0, 0
hsa-miR-4782-5p, 0, 0
hsa-miR-4783-3p, 0, 0
hsa-miR-4783-5p, 0, 0
hsa-miR-4784, 0, 0
hsa-miR-4785, 0, 0
hsa-miR-4786-3p, 0, 0
hsa-miR-4786-5p, 0, 0
hsa-miR-4787-3p, 0, 0
hsa-miR-4787-5p, 0, 0
hsa-miR-4788, 0, 0
hsa-miR-4789-3p, 0, 0
hsa-miR-4789-5p, 0, 0
hsa-miR-4790-3p, 0, 0
hsa-miR-4790-5p, 0, 0
hsa-miR-4791, 0, 0
hsa-miR-4792, 0, 0
hsa-miR-4793-3p, 0, 0
hsa-miR-4793-5p, 0, 0
hsa-miR-4794, 0, 0
hsa-miR-4795-3p, 0, 0
hsa-miR-4795-5p, 0, 0
hsa-miR-4796-3p, 0, 0
hsa-miR-4796-5p, 0, 0
hsa-miR-4797-3p, 0, 0
hsa-miR-4798-3p, 0, 0
hsa-miR-4798-5p, 0, 0
hsa-miR-4799-3p, 0, 0
hsa-miR-4799-5p, 0, 0
hsa-miR-4800-3p, 0, 0
hsa-miR-4800-5p, 0, 0
hsa-miR-4801, 0, 0
hsa-miR-4802-3p, 0, 0
hsa-miR-4802-5p, 0, 0
hsa-miR-4803, 0, 0
hsa-miR-4804-3p, 0, 0
hsa-miR-4804-5p, 0, 0
hsa-miR-483-3p, 0, 0
hsa-miR-483-5p, 0, 0
hsa-miR-484, 204.121853707979, 243.505529357264
hsa-miR-485-3p, 0, 44.5436943946215
hsa-miR-485-5p, 0, 62.3611721524701
hsa-miR-486-3p/486-5p, 35.1934230530998, 1137.348996876
